almacen,codigo,producto,categoria,unidad,saldo,saldo_fisico,por_ingresar,transito,salida_espera,reservas,saldo_virtual
LIM/Existencias,0202080,"Tubo CUAD 3""X3""X4.5mX6.0m",Cuadrado,Unit(s),0,0,28.000,0,0,0,28.000
LIM/Existencias,0202082,Tubo CUAD 38X2.5mX6.0m LAC PR,Cuadrado,Unit(s),0,0,216.000,0,0,0,216.000
LIM/Existencias,0201006,"Tubo RED 1/2""X0.8mX6.0m Cerrado",Redondo,Unit(s),0,0,4889.000,0,0,0,4889.000
LIM/Existencias,0201007,"Tubo RED 1/2""X0.9mX6.0m Cerrado",Redondo,Unit(s),0,0,1519.000,0,0,0,1519.000
LIM/Existencias,0201013,"Tubo RED 5/8""X0.8mX6.0m",Redondo,Unit(s),0,0,2351.000,0,0,0,2351.000
LIM/Existencias,0201014,"Tubo RED 5/8""X0.9mX6.0m",Redondo,Unit(s),0,0,1899.000,0,0,0,1899.000
LIM/Existencias,0201015,"Tubo RED 5/8""X1.2mX6.0m",Redondo,Unit(s),0,0,169.000,0,0,0,169.000
LIM/Existencias,0201019,"Tubo RED 3/4""X0.8mX6.0m",Redondo,Unit(s),0,0,962.000,0,0,0,962.000
LIM/Existencias,0201020,"Tubo RED 3/4""X0.9mX6.0m",Redondo,Unit(s),0,0,1801.000,0,0,0,1801.000
LIM/Existencias,0201021,"Tubo RED 3/4""X1.2mX6.0m",Redondo,Unit(s),0,0,1035.000,0,0,0,1035.000
LIM/Existencias,0201026,"Tubo RED 7/8""X0.75mX6.0m",Redondo,Unit(s),0,0,2710.000,0,0,0,2710.000
LIM/Existencias,0201027,"Tubo RED 7/8""X0.8mX6.0m",Redondo,Unit(s),0,0,1547.000,0,0,0,1547.000
LIM/Existencias,0201028,"Tubo RED 7/8""X0.9mX6.0m",Redondo,Unit(s),0,0,2167.000,0,0,0,2167.000
LIM/Existencias,0201029,"Tubo RED 7/8""X1.2mX6.0m",Redondo,Unit(s),0,0,1770.000,0,0,0,1770.000
LIM/Existencias,0201030,"Tubo RED 7/8""X1.5mX6.0m",Redondo,Unit(s),0,0,959.000,0,0,0,959.000
LIM/Existencias,0201031,"Tubo RED 1""X0.75mX6.0m",Redondo,Unit(s),0,0,728.000,0,0,0,728.000
LIM/Existencias,0201032,"Tubo RED 1""X0.8mX6.0m",Redondo,Unit(s),0,0,1840.000,0,0,0,1840.000
LIM/Existencias,0201033,"Tubo RED 1""X0.9mX6.0m",Redondo,Unit(s),0,0,3561.000,0,0,0,3561.000
LIM/Existencias,0201034,"Tubo RED 1""X1.2mX6.0m",Redondo,Unit(s),0,0,1968.000,0,0,0,1968.000
LIM/Existencias,0201035,"Tubo RED 1""X1.5mX6.0m",Redondo,Unit(s),0,0,689.000,0,0,0,689.000
LIM/Existencias,0201040,"Tubo RED 1.1/4""X0.75mX6.0m",Redondo,Unit(s),0,0,2375.000,0,0,0,2375.000
LIM/Existencias,0201041,"Tubo RED 1.1/4""X0.8mX6.0m",Redondo,Unit(s),0,0,2165.000,0,0,0,2165.000
LIM/Existencias,0201042,"Tubo RED 1.1/4""X0.9mX6.0m",Redondo,Unit(s),0,0,2255.000,0,0,0,2255.000
LIM/Existencias,0201043,"Tubo RED 1.1/4""X1.2mX6.0m",Redondo,Unit(s),0,0,1169.000,0,0,0,1169.000
LIM/Existencias,0201044,"Tubo RED 1.1/4""X1.5mX6.0m",Redondo,Unit(s),0,0,770.000,0,0,0,770.000
LIM/Existencias,0201046,"Tubo RED 1.1/2""X0.8mX6.0m",Redondo,Unit(s),0,0,488.000,0,0,0,488.000
LIM/Existencias,0201047,"Tubo RED 1.1/2""X0.9mX6.0m",Redondo,Unit(s),0,0,640.000,0,0,0,640.000
LIM/Existencias,0201048,"Tubo RED 1.1/2""X1.2mX6.0m",Redondo,Unit(s),0,0,923.000,0,0,0,923.000
LIM/Existencias,0201050,"Tubo RED 1.1/2""X1.5mX6.0m",Redondo,Unit(s),0,0,819.000,0,0,0,819.000
LIM/Existencias,0201057,"Tubo RED 2""X0.8mX6.0m",Redondo,Unit(s),0,0,320.000,0,0,0,320.000
LIM/Existencias,0201058,"Tubo RED 2""X0.9mX6.0m",Redondo,Unit(s),0,0,366.000,0,0,0,366.000
LIM/Existencias,0201059,"Tubo RED 2""X1.2mX6.0m",Redondo,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,0201060,"Tubo RED 2""X1.5mX6.0m",Redondo,Unit(s),0,0,522.000,0,0,0,522.000
LIM/Existencias,,"Tubo RED LAC 1.1/4""X1.8X6.00",PRODUCTOS POR VERIFICAR,Unit(s),0,0,200.000,0,0,0,200.000
LIM/Existencias,,"Viga H 8""X13 Lb/pieX40",Viga H,pieza,0,0,6.000,0,0,0,6.000
LIM/Existencias,0202227,"Tubo CUAD 5"" X4.5mmX6.0m LAC",All,Unit(s),0,0,2.000,0,0,0,2.000
LIM/Existencias,0405064,PLANCHA DOMEX DE 4.0 X1500mX6000m,Estructural,Pl,0,0,2.000,0,0,0,2.000
LIM/Existencias,0203210,Tubo RECT  300X150X4.5mX6.0m,Rectangular,pieza,0,0,2.000,0,0,0,2.000
LIM/Existencias,0108064,"Canal U 4""X2""X2.5mX6.0mts.",Canal U,Unit(s),0,0,24.000,0,0,0,24.000
LIM/Existencias,1701366,PANEL PV-4X0.30X3.60M  ZINCALUM,Supertecho,Pl,0,0,200.000,0,0,0,200.000
LIM/Existencias,," Barra Redonda Calibrada 2"" (1020) x 5.95mt",Barra Redonda,Unit(s),0,0,7.000,0,0,0,7.000
LIM/Existencias,,"Barra Redonda Calibrada 3/4"" (1020)X6.00 mt",Barra Redonda,pieza,0,0,25.000,0,0,0,25.000
